,rec_source,data_provider,country_name,country_iso_code,validity_date,attribute,value,value_units
318,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Belgium,BEL,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",148839.892655988,kt CO2e
319,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Bulgaria,BGR,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",68918.22786045632,kt CO2e
320,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Canada,CAN,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",682298.9984328105,kt CO2e
321,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Croatia,HRV,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",24377.557331370936,kt CO2e
322,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Cyprus,CYP,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",7430.125643440536,kt CO2e
323,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Czechia,CZE,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",154987.13936020786,kt CO2e
324,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Denmark,DNK,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",82916.56561158996,kt CO2e
325,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Estonia,EST,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",20750.103746126086,kt CO2e
328,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Finland,FIN,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",76325.07675199045,kt CO2e
329,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,France,FRA,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",549668.4107190114,kt CO2e
330,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Germany,DEU,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",1098413.4011832394,kt CO2e
331,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Greece,GRC,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",117432.53331737328,kt CO2e
332,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Hungary,HUN,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",78011.92271323546,kt CO2e
333,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Iceland,ISL,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",3731.122566293999,kt CO2e
334,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Ireland,IRL,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",62818.56105600684,kt CO2e
335,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Italy,ITA,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",535982.6854444976,kt CO2e
336,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Japan,JPN,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",1379898.4800101959,kt CO2e
337,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Kazakhstan,KAZ,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",217101.21462169944,kt CO2e
338,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Latvia,LVA,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",11949.359562130434,kt CO2e
339,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Liechtenstein,LIE,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",248.42483431417463,kt CO2e
340,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Lithuania,LTU,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",22840.9172519887,kt CO2e
341,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Luxembourg,LUX,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",9501.800758884172,kt CO2e
342,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Malta,MLT,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",2815.944292273614,kt CO2e
343,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Monaco,MCO,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",108.14237393904727,kt CO2e
344,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Netherlands,NLD,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",232356.34231005982,kt CO2e
345,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,New Zealand,NZL,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",74027.477663775,kt CO2e
346,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Norway,NOR,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",54533.099058694526,kt CO2e
347,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Poland,POL,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",451079.16426128,kt CO2e
348,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Portugal,PRT,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",69146.78711857068,kt CO2e
349,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Romania,ROU,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",180668.05052174392,kt CO2e
350,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Russian Federation,RUS,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",1899349.7883040162,kt CO2e
351,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Slovakia,SVK,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",52537.19919191383,kt CO2e
352,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Slovenia,SVN,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",19826.444243225742,kt CO2e
353,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Spain,ESP,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",336504.8304038898,kt CO2e
354,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Sweden,SWE,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",72310.30427195116,kt CO2e
355,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Switzerland,CHE,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",52170.060514251316,kt CO2e
356,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Türkiye,TUR,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",278883.25181208545,kt CO2e
357,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Ukraine,UKR,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",499354.8842332269,kt CO2e
358,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,United Kingdom of Great Britain and Northern Ireland,GBR,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",745547.678693419,kt CO2e
359,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,United States of America,USA,1997,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",7046213.088232353,kt CO2e
360,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Australia,AUS,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",472145.83180405566,kt CO2e
361,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Austria,AUT,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",81452.38067111453,kt CO2e
362,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Belarus,BLR,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",90561.88640346899,kt CO2e
363,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Belgium,BEL,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",154012.68257131992,kt CO2e
364,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Bulgaria,BGR,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",64862.57833704734,kt CO2e
365,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Canada,CAN,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",688613.9310248581,kt CO2e
366,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Croatia,HRV,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",24463.86524328731,kt CO2e
367,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Cyprus,CYP,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",7758.970410142235,kt CO2e
368,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Czechia,CZE,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",148909.78935382888,kt CO2e
369,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Denmark,DNK,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",78885.85703167475,kt CO2e
370,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Estonia,EST,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",18999.995572162537,kt CO2e
373,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Finland,FIN,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",72632.57626592589,kt CO2e
374,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,France,FRA,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",564256.4786010757,kt CO2e
375,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Germany,DEU,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",1073178.3228416073,kt CO2e
376,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Greece,GRC,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",123012.63842637515,kt CO2e
377,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Hungary,HUN,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",77400.90587965176,kt CO2e
378,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Iceland,ISL,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",3875.49962265437,kt CO2e
379,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Ireland,IRL,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",65470.406554186484,kt CO2e
380,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Italy,ITA,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",548410.4855589232,kt CO2e
381,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Japan,JPN,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",1331447.7621014249,kt CO2e
382,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Kazakhstan,KAZ,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",213081.1514713765,kt CO2e
383,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Latvia,LVA,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",11451.021210744935,kt CO2e
384,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Liechtenstein,LIE,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",259.38249927386147,kt CO2e
385,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Lithuania,LTU,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",23804.51136507346,kt CO2e
386,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Luxembourg,LUX,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",8620.15754590468,kt CO2e
387,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Malta,MLT,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",2778.4482652404963,kt CO2e
388,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Monaco,MCO,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",107.27738004599765,kt CO2e
389,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Netherlands,NLD,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",232742.89710131442,kt CO2e
390,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,New Zealand,NZL,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",71822.35270420756,kt CO2e
391,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Norway,NOR,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",54560.8226592699,kt CO2e
392,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Poland,POL,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",420746.34196386597,kt CO2e
393,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Portugal,PRT,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",74018.72142153395,kt CO2e
394,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Romania,ROU,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",163592.71467015072,kt CO2e
395,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Russian Federation,RUS,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",1867454.794646353,kt CO2e
396,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Slovakia,SVK,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",51818.948320474796,kt CO2e
397,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Slovenia,SVN,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",19417.931297784366,kt CO2e
398,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Spain,ESP,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",345924.1554286923,kt CO2e
399,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Sweden,SWE,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",72759.31827527135,kt CO2e
400,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Switzerland,CHE,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",53736.414371989005,kt CO2e
401,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Türkiye,TUR,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",280437.9553299938,kt CO2e
402,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Ukraine,UKR,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",480675.6715017836,kt CO2e
403,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,United Kingdom of Great Britain and Northern Ireland,GBR,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",744404.8449035783,kt CO2e
404,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,United States of America,USA,1998,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",7094833.388774933,kt CO2e
405,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Australia,AUS,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",478136.87472701597,kt CO2e
406,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Austria,AUT,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",79922.24450388405,kt CO2e
407,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Belarus,BLR,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",84637.04310747227,kt CO2e
408,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Belgium,BEL,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",147781.81559887997,kt CO2e
409,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Bulgaria,BGR,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",57845.80965047249,kt CO2e
410,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Canada,CAN,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",701758.7117289732,kt CO2e
411,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Croatia,HRV,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",25767.474821170643,kt CO2e
412,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Cyprus,CYP,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",8026.002505200601,kt CO2e
413,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Czechia,CZE,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",139213.2405985407,kt CO2e
414,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Denmark,DNK,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",76380.86374095507,kt CO2e
415,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Estonia,EST,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",17851.345185760976,kt CO2e
418,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Finland,FIN,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",72008.85635178369,kt CO2e
419,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,France,FRA,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",558784.3208457783,kt CO2e
420,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Germany,DEU,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",1039200.1722997575,kt CO2e
421,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Greece,GRC,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",123144.35051978823,kt CO2e
422,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Hungary,HUN,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",77817.22493218919,kt CO2e
423,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Iceland,ISL,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",4096.918691362546,kt CO2e
424,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Ireland,IRL,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",66731.57956608193,kt CO2e
425,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Italy,ITA,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",553714.5133651365,kt CO2e
426,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Japan,JPN,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",1354848.9311389092,kt CO2e
427,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Kazakhstan,KAZ,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",186720.04155091976,kt CO2e
428,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Latvia,LVA,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",10674.574004966084,kt CO2e
429,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Liechtenstein,LIE,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",256.3828803730652,kt CO2e
430,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Lithuania,LTU,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",20987.276104622688,kt CO2e
431,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Luxembourg,LUX,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",9084.314131519,kt CO2e
432,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Malta,MLT,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",2863.793682321378,kt CO2e
433,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Monaco,MCO,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",108.44440678842578,kt CO2e
434,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Netherlands,NLD,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",219291.08843618393,kt CO2e
435,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,New Zealand,NZL,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",73576.26154672126,kt CO2e
436,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Norway,NOR,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",55582.86440960914,kt CO2e
437,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Poland,POL,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",409335.6551042061,kt CO2e
438,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Portugal,PRT,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",82117.517464721,kt CO2e
439,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Romania,ROU,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",145577.47726034615,kt CO2e
440,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Russian Federation,RUS,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",1897763.7792671584,kt CO2e
441,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Slovakia,SVK,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",50517.04538732825,kt CO2e
442,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Slovenia,SVN,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",18803.49153326483,kt CO2e
443,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Spain,ESP,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",372916.2785666322,kt CO2e
444,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Sweden,SWE,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",69684.05887119865,kt CO2e
445,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Switzerland,CHE,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",53580.15559444898,kt CO2e
446,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Türkiye,TUR,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",277879.8150303077,kt CO2e
447,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Ukraine,UKR,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",449361.44425997173,kt CO2e
448,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,United Kingdom of Great Britain and Northern Ireland,GBR,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",714329.7131315904,kt CO2e
449,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,United States of America,USA,1999,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",7138140.713042953,kt CO2e
450,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Australia,AUS,2000,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",489528.6493192224,kt CO2e
451,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Austria,AUT,2000,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",80085.02773403918,kt CO2e
452,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Belarus,BLR,2000,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",81363.78159272968,kt CO2e
453,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Belgium,BEL,2000,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",148879.16110177521,kt CO2e
454,Time_Series_GHG_total_without_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCCC,Bulgaria,BGR,2000,"Time Series - GHG total without LULUCF, in kt CO₂ equivalent",56965.765699725365,kt CO2e
