,rec_source,data_provider,country_name,country_iso_code,validity_date,attribute,value,unit
362,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,"Note 4: Data displayed on the data interface are ""as received"" from Parties. The publication of Party submissions on this website does not imply the expression of any opinion whatsoever on the part of the UNFCCC or the Secretariat of the United Nations concerning the legal status of any country, territory, city or area or of its authorities, or concerning the delimitation of its frontiers or boundaries as may be referred to in any of the submissions.",not found,1996,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
363,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,"Report produced on Friday, 18 March 2022 14:23:06 CET",not found,1996,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
364,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Australia,AUS,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",504521.01432834455,kt CO₂ e
365,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Austria,AUT,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",62874.60210404712,kt CO₂ e
366,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Belarus,BLR,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",51084.27236134084,kt CO₂ e
367,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Belgium,BEL,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",146358.5111859262,kt CO₂ e
368,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Bulgaria,BGR,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",51744.927019626986,kt CO₂ e
369,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Canada,CAN,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",652937.1624030604,kt CO₂ e
370,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Croatia,HRV,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",16331.173467078528,kt CO₂ e
371,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Cyprus,CYP,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",7204.73575742538,kt CO₂ e
372,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Czechia,CZE,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",147237.9559782498,kt CO₂ e
373,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Denmark,DNK,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",86987.0407624423,kt CO₂ e
374,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Estonia,EST,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",17833.687065579692,kt CO₂ e
375,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,European Union (Convention),not found,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",5010338.497347054,kt CO₂ e
376,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,European Union (KP),not found,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",5026440.068012178,kt CO₂ e
377,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Finland,FIN,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",60673.083651994624,kt CO₂ e
378,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,France,FRA,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",522336.8316035914,kt CO₂ e
379,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Germany,DEU,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",1075489.6701984282,kt CO₂ e
380,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Greece,GRC,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",115410.90456996161,kt CO₂ e
381,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Hungary,HUN,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",75347.50050376447,kt CO₂ e
382,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Iceland,ISL,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",12897.149360220035,kt CO₂ e
383,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Ireland,IRL,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",66958.62003634065,kt CO₂ e
384,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Italy,ITA,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",517173.22879546514,kt CO₂ e
385,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Japan,JPN,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",1294491.3235378691,kt CO₂ e
386,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Kazakhstan,KAZ,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",293538.5908518777,kt CO₂ e
387,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Latvia,LVA,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",-1190.170499541118,kt CO₂ e
388,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Liechtenstein,LIE,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",256.28540732576755,kt CO₂ e
389,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Lithuania,LTU,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",22593.201995499017,kt CO₂ e
390,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Luxembourg,LUX,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",8773.246325516166,kt CO₂ e
391,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Malta,MLT,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",2833.615301680373,kt CO₂ e
392,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Monaco,MCO,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",107.91883449995557,kt CO₂ e
393,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Netherlands,NLD,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",238134.26816633192,kt CO₂ e
394,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,New Zealand,NZL,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",49497.463646800505,kt CO₂ e
395,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Norway,NOR,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",40127.19507456328,kt CO₂ e
396,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Poland,POL,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",414054.6066415114,kt CO₂ e
397,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Portugal,PRT,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",60504.51879578852,kt CO₂ e
398,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Romania,ROU,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",153151.7974985589,kt CO₂ e
399,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Russian Federation,RUS,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",1551856.732154773,kt CO₂ e
400,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Slovakia,SVK,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",43053.29536740637,kt CO₂ e
401,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Slovenia,SVN,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",13844.63722132661,kt CO₂ e
402,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Spain,ESP,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",301116.60160300526,kt CO₂ e
403,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Sweden,SWE,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",32686.82557284221,kt CO₂ e
404,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Switzerland,CHE,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",48321.524389414946,kt CO₂ e
405,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Turkey,TUR,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",217174.058355296,kt CO₂ e
406,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Ukraine,UKR,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",453972.34229417396,kt CO₂ e
407,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,United Kingdom of Great Britain and Northern Ireland,GBR,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",757735.0580224523,kt CO₂ e
408,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,United States of America,USA,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",6180683.110140421,kt CO₂ e
409,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,,not found,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
410,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Source: UNFCCC GHG Data Interface,not found,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
411,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Note 1: The reporting and review requirements for GHG inventories are different for Annex I and non-Annex I Parties. The definition format of data for emissions/removals from the forestry sector is different for Annex I and non-Annex I Parties.,not found,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
412,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Note 2: Base year data in the data interface relate to the base year under the Climate Change Convention (UNFCCC).  The base year under the Convention is defined slightly different than the base year under the Kyoto Protocol.  An exception is made for European Union (KP) whereby the base year under the Kyoto Protocol is displayed.,not found,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
413,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,"Note 3: – means ""No data available""",not found,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
414,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,"Note 4: Data displayed on the data interface are ""as received"" from Parties. The publication of Party submissions on this website does not imply the expression of any opinion whatsoever on the part of the UNFCCC or the Secretariat of the United Nations concerning the legal status of any country, territory, city or area or of its authorities, or concerning the delimitation of its frontiers or boundaries as may be referred to in any of the submissions.",not found,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
415,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,"Report produced on Friday, 18 March 2022 14:23:06 CET",not found,1997,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
416,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Australia,AUS,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",504628.19303097145,kt CO₂ e
417,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Austria,AUT,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",64029.35668266527,kt CO₂ e
418,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Belarus,BLR,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",53563.63483536722,kt CO₂ e
419,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Belgium,BEL,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",150972.65287424912,kt CO₂ e
420,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Bulgaria,BGR,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",47950.64233549464,kt CO₂ e
421,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Canada,CAN,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",647024.4222221853,kt CO₂ e
422,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Croatia,HRV,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",16717.866876583856,kt CO₂ e
423,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Cyprus,CYP,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",7582.600691275776,kt CO₂ e
424,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Czechia,CZE,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",140968.8888018989,kt CO₂ e
425,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Denmark,DNK,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",82751.37946439596,kt CO₂ e
426,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Estonia,EST,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",15638.565382396533,kt CO₂ e
427,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,European Union (Convention),not found,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",4954003.501584751,kt CO₂ e
428,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,European Union (KP),not found,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",4970461.433085457,kt CO₂ e
429,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Finland,FIN,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",58193.79926786977,kt CO₂ e
430,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,France,FRA,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",533901.2680595205,kt CO₂ e
431,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Germany,DEU,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",1049481.7979707606,kt CO₂ e
432,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Greece,GRC,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",121196.51877491556,kt CO₂ e
433,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Hungary,HUN,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",73527.15306209527,kt CO₂ e
434,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Iceland,ISL,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",13043.180323825334,kt CO₂ e
435,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Ireland,IRL,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",69312.52157864554,kt CO₂ e
436,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Italy,ITA,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",532036.9861053944,kt CO₂ e
437,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Japan,JPN,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",1245964.3459457187,kt CO₂ e
438,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Kazakhstan,KAZ,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",293526.3850488497,kt CO₂ e
439,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Latvia,LVA,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",-741.62823236347,kt CO₂ e
440,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Liechtenstein,LIE,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",259.57767972274166,kt CO₂ e
441,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Lithuania,LTU,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",15961.52772779423,kt CO₂ e
442,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Luxembourg,LUX,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",8009.609108649723,kt CO₂ e
443,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Malta,MLT,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",2799.026633354582,kt CO₂ e
444,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Monaco,MCO,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",107.1285545323178,kt CO₂ e
445,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Netherlands,NLD,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",238515.4620596792,kt CO₂ e
446,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,New Zealand,NZL,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",46341.29408304838,kt CO₂ e
447,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Norway,NOR,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",38096.28776579562,kt CO₂ e
448,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Poland,POL,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",377863.21357726294,kt CO₂ e
449,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Portugal,PRT,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",67038.75140565212,kt CO₂ e
450,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Romania,ROU,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",134797.42699779294,kt CO₂ e
451,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Russian Federation,RUS,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",1444962.9114738635,kt CO₂ e
452,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Slovakia,SVK,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",41348.05579582788,kt CO₂ e
453,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Slovenia,SVN,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",13311.612218015436,kt CO₂ e
454,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Spain,ESP,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",310197.6448040255,kt CO₂ e
455,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Sweden,SWE,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",31954.687223402558,kt CO₂ e
456,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Switzerland,CHE,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",50887.78451438827,kt CO₂ e
457,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Turkey,TUR,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",217807.6341534938,kt CO₂ e
458,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Ukraine,UKR,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",429756.40878076927,kt CO₂ e
459,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,United Kingdom of Great Britain and Northern Ireland,GBR,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",754973.335699435,kt CO₂ e
460,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,United States of America,USA,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",6220469.703102042,kt CO₂ e
461,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,,not found,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
462,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Source: UNFCCC GHG Data Interface,not found,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
463,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Note 1: The reporting and review requirements for GHG inventories are different for Annex I and non-Annex I Parties. The definition format of data for emissions/removals from the forestry sector is different for Annex I and non-Annex I Parties.,not found,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
464,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Note 2: Base year data in the data interface relate to the base year under the Climate Change Convention (UNFCCC).  The base year under the Convention is defined slightly different than the base year under the Kyoto Protocol.  An exception is made for European Union (KP) whereby the base year under the Kyoto Protocol is displayed.,not found,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
465,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,"Note 3: – means ""No data available""",not found,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
466,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,"Note 4: Data displayed on the data interface are ""as received"" from Parties. The publication of Party submissions on this website does not imply the expression of any opinion whatsoever on the part of the UNFCCC or the Secretariat of the United Nations concerning the legal status of any country, territory, city or area or of its authorities, or concerning the delimitation of its frontiers or boundaries as may be referred to in any of the submissions.",not found,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
467,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,"Report produced on Friday, 18 March 2022 14:23:06 CET",not found,1998,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",,kt CO₂ e
468,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Australia,AUS,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",520583.70242684544,kt CO₂ e
469,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Austria,AUT,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",60192.17291715374,kt CO₂ e
470,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Belarus,BLR,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",40954.22844136772,kt CO₂ e
471,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Belgium,BEL,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",145500.06137948149,kt CO₂ e
472,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Bulgaria,BGR,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",41298.48403895041,kt CO₂ e
473,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Canada,CAN,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",674254.6072188118,kt CO₂ e
474,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Croatia,HRV,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",17329.939273506858,kt CO₂ e
475,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Cyprus,CYP,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",7753.613874307861,kt CO₂ e
476,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Czechia,CZE,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",131137.69382452182,kt CO₂ e
477,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Denmark,DNK,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",80405.65851554555,kt CO₂ e
478,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Estonia,EST,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",14906.159254380265,kt CO₂ e
479,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,European Union (Convention),not found,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",4837727.103100054,kt CO₂ e
480,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,European Union (KP),not found,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",4854271.9533449635,kt CO₂ e
481,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Finland,FIN,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",56829.727712217886,kt CO₂ e
482,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,France,FRA,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",524495.9489509618,kt CO₂ e
483,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Germany,DEU,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",1013908.027518834,kt CO₂ e
484,Time_Series_GHG_total_with_LULUCF_in_kt_CO₂_equivalent.xlsx,UNFCC,Greece,GRC,1999,"Time Series - GHG total with LULUCF, in kt CO₂ equivalent",120573.89685632392,kt CO₂ e
